timestamp,price
2020-01-01,0.04529
2020-01-02,0.04361
2020-01-03,0.04566
2020-01-04,0.04565
2020-01-05,0.04544
2020-01-06,0.05046
2020-01-07,0.04839
2020-01-08,0.04768
2020-01-09,0.04718
2020-01-10,0.04802
2020-01-11,0.04825
2020-01-12,0.04905
2020-01-13,0.04813
2020-01-14,0.0528
2020-01-15,0.0548
2020-01-16,0.05367
2020-01-17,0.06072
2020-01-18,0.06149
2020-01-19,0.06004
2020-01-20,0.06274
2020-01-21,0.06279
2020-01-22,0.06136
2020-01-23,0.05833
2020-01-24,0.05714
2020-01-25,0.05604
2020-01-26,0.05841
2020-01-27,0.05971
2020-01-28,0.06072
2020-01-29,0.06083
2020-01-30,0.0628
2020-01-31,0.0606
2020-02-01,0.06224
2020-02-02,0.06345
2020-02-03,0.0643
2020-02-04,0.06634
2020-02-05,0.06908
2020-02-06,0.07113
2020-02-07,0.07188
2020-02-08,0.0709
2020-02-09,0.07327
2020-02-10,0.07051
2020-02-11,0.07404
2020-02-12,0.08004
2020-02-13,0.08325
2020-02-14,0.08671
2020-02-15,0.07892
2020-02-16,0.07437
2020-02-17,0.07272
2020-02-18,0.07603
2020-02-19,0.07013
2020-02-20,0.0704
2020-02-21,0.07099
2020-02-22,0.0703
2020-02-23,0.07299
2020-02-24,0.06911
2020-02-25,0.06402
2020-02-26,0.05873
2020-02-27,0.06045
2020-02-28,0.05841
2020-02-29,0.05694
2020-03-01,0.05582
2020-03-02,0.05968
2020-03-03,0.05816
2020-03-04,0.05857
2020-03-05,0.05966
2020-03-06,0.06137
2020-03-07,0.05828
2020-03-08,0.04969
2020-03-09,0.05235
2020-03-10,0.05198
2020-03-11,0.05042
2020-03-12,0.03174
2020-03-13,0.03962
2020-03-14,0.03677
2020-03-15,0.03786
2020-03-16,0.03534
2020-03-17,0.03718
2020-03-18,0.0369
2020-03-19,0.04134
2020-03-20,0.03995
2020-03-21,0.03956
2020-03-22,0.03679
2020-03-23,0.03938
2020-03-24,0.04031
2020-03-25,0.04052
2020-03-26,0.04284
2020-03-27,0.0404
2020-03-28,0.03995
2020-03-29,0.03773
2020-03-30,0.04004
2020-03-31,0.04071
2020-04-01,0.04079
2020-04-02,0.04123
2020-04-03,0.0414
2020-04-04,0.04184
2020-04-05,0.0435
2020-04-06,0.04985
2020-04-07,0.04845
2020-04-08,0.05125
2020-04-09,0.05198
2020-04-10,0.0477
2020-04-11,0.04975
2020-04-12,0.04895
2020-04-13,0.04816
2020-04-14,0.04805
2020-04-15,0.04607
2020-04-16,0.04913
2020-04-17,0.04856
2020-04-18,0.05056
2020-04-19,0.0488
2020-04-20,0.04947
2020-04-21,0.05085
2020-04-22,0.05498
2020-04-23,0.06208
2020-04-24,0.06116
2020-04-25,0.06177
2020-04-26,0.06188
2020-04-27,0.06719
2020-04-28,0.06855
2020-04-29,0.07216
2020-04-30,0.06756
2020-05-01,0.0729
2020-05-02,0.07552
2020-05-03,0.073
2020-05-04,0.07332
2020-05-05,0.07208
2020-05-06,0.06962
2020-05-07,0.07207
2020-05-08,0.07252
2020-05-09,0.07141
2020-05-10,0.06405
2020-05-11,0.06234
2020-05-12,0.07017
2020-05-13,0.06977
2020-05-14,0.06926
2020-05-15,0.06728
2020-05-16,0.06806
2020-05-17,0.06873
2020-05-18,0.07027
2020-05-19,0.06979
2020-05-20,0.07093
2020-05-21,0.06644
2020-05-22,0.06811
2020-05-23,0.06713
2020-05-24,0.0639
2020-05-25,0.06624
2020-05-26,0.06506
2020-05-27,0.06597
2020-05-28,0.0691
2020-05-29,0.06777
2020-05-30,0.07252
2020-05-31,0.0705
2020-06-01,0.07573
2020-06-02,0.07951
2020-06-03,0.08278
2020-06-04,0.08204
2020-06-05,0.07888
2020-06-06,0.0797
2020-06-07,0.0788
2020-06-08,0.08006
2020-06-09,0.07817
2020-06-10,0.07885
2020-06-11,0.07107
2020-06-12,0.07282
2020-06-13,0.07409
2020-06-14,0.07077
2020-06-15,0.07098
2020-06-16,0.07136
2020-06-17,0.07187
2020-06-18,0.07058
2020-06-19,0.06959
2020-06-20,0.06979
2020-06-21,0.0685
2020-06-22,0.07188
2020-06-23,0.07103
2020-06-24,0.06894
2020-06-25,0.06755
2020-06-26,0.06695
2020-06-27,0.06279
2020-06-28,0.06424
2020-06-29,0.06503
2020-06-30,0.06692
2020-07-01,0.06837
2020-07-02,0.06761
2020-07-03,0.06698
2020-07-04,0.06798
2020-07-05,0.06717
2020-07-06,0.07174
2020-07-07,0.07348
2020-07-08,0.08538
2020-07-09,0.09048
2020-07-10,0.089
2020-07-11,0.09411
2020-07-12,0.09532
2020-07-13,0.09009
2020-07-14,0.09208
2020-07-15,0.09436
2020-07-16,0.10207
2020-07-17,0.10397
2020-07-18,0.10077
2020-07-19,0.1001
2020-07-20,0.09428
